job_title,company_name,company_location,time,job_type,work_location,level,experince_years,job_skills,url
"UI UX Researcher","classera","New Cairo, Cairo, Egypt","4 days ago","Full Time","Hybrid","Entry Level","3 - 5 Yrs of Exp","R&D/Science - Creative/Design/Art - Analyst/Research - Market Research - analytical - Design - Marketing - Development - Product - UX","https://wuzzuf.net/jobs/p/f3Et1JmQGz4v-UI-UX-Researcher-classera-Cairo-Egypt"
"AI Engineer Lead","Block Gemini","Cairo, Egypt","5 days ago","Full Time","On-site","Experienced","6 - 10 Yrs of Exp","IT/Software Development - Machine Learning - Deep Learning - Python","https://wuzzuf.net/jobs/p/zhzQ5WjvCWnt-AI-Engineer-Lead-Block-Gemini-Cairo-Egypt"
"Digital Marketing Manager","Confidential","Maadi, Cairo, Egypt","1 month ago","Full Time","On-site","Manager","7 - 12 Yrs of Exp","Marketing/PR/Advertising - Media/Journalism/Publishing - Digital - Digital Marketing - Digital Marketing Manager - E-Marketing - Marketing - Social Media - digital marketing - Advertising","https://wuzzuf.net/jobs/p/VOx0kBn31ocA-Digital-Marketing-Manager-Cairo-Egypt"
"IT Manager","The Translation Gate","Maadi, Cairo, Egypt","22 days ago","Full Time","On-site","Manager","10 - 13 Yrs of Exp","IT/Software Development - Information Technology (IT) - Linux - IT - DevOps - Computer Engineering","https://wuzzuf.net/jobs/p/roZ0XTLLe9r7-IT-Manager-The-Translation-Gate-Cairo-Egypt"
"Mechanical Design Engineer","SPMI","6th of October, Giza, Egypt","1 month ago","Full Time","On-site","Entry Level","1 - 2 Yrs of Exp","R&D/Science - Engineering - Mechanical/Electrical - CAD - Design - Mechanical Engineering - Production - Manufacturing - Engineering - Maintenance","https://wuzzuf.net/jobs/p/mI2D3GG7Rd2O-Mechanical-Design-Engineer-SPMI-Giza-Egypt"
"Sustainability, Carbon Footprint Section Head","Energya Cables","Heliopolis, Cairo, Egypt","1 month ago","Full Time","On-site","Experienced","7 - 10 Yrs of Exp","Engineering - Construction/Civil/Architecture - Engineering - Mechanical/Electrical - Engineering - Oil & Gas/Energy - Engineering - Environmental Engineering","https://wuzzuf.net/jobs/p/YYFDXqzFoDxK-Sustainability-Carbon-Footprint-Section-Head-Energya-Cables-Cairo-Egypt"
"General Manager","Confidential","Cairo, Egypt","2 months ago","Full Time","On-site","Manager","15 - 20 Yrs of Exp","Operations/Management - Operations Management - Food Manufacturing","https://wuzzuf.net/jobs/p/Aq8Z5TbqWwQT-General-Manager-Cairo-Egypt"
"Infrastructure Manager","Kandil Industries","10th of Ramadan City, Cairo, Egypt","2 months ago","Full Time","On-site","Manager","10 - 15 Yrs of Exp","IT/Software Development - Information Technology (IT) - IT Infrastructure - IT - Communication","https://wuzzuf.net/jobs/p/MHWxJqTJUzAf-Infrastructure-Manager-Kandil-Industries-Cairo-Egypt"
"Corporate Business Application Section Head","Decorative Glass And Arab Union Glass Group","Obour City, Cairo, Egypt","1 month ago","Full Time","On-site","Manager","10+ Yrs of Exp","IT/Software Development - Business Applications - Odoo Development - Information Technology (IT) - Python - Django - Django Framework - Flask - Oracle - PostgreSQL","https://wuzzuf.net/jobs/p/KtHvhj4R1hH3-Corporate-Business-Application-Section-Head-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt"
"Sales Operations Coordinator","INDEVCO","6th of October, Giza, Egypt","2 months ago","Full Time","On-site","Experienced","2 - 5 Yrs of Exp","R&D/Science - Customer Service/Support - Operations/Management - Sales - sales skills - Manufacturing - Customer Service - operation - Logistics - Sales Operation","https://wuzzuf.net/jobs/p/SG6FTikOGIlK-Sales-Operations-Coordinator-INDEVCO-Giza-Egypt"
"Azure Cloud Development Team Leader","TetherView","Trenton, United States","2 months ago","Full Time / Freelance / Project","Remote","Manager","10 - 15 Yrs of Exp","IT/Software Development - Azure - Cloud - Microsoft Azure - Information Technology (IT) - Software Development","https://wuzzuf.net/jobs/p/XDID5it5VvOh-Azure-Cloud-Development-Team-Leader-TetherView-Trenton-United-States"
"Quality Specialist","Gcrystal","6th of October, Giza, Egypt","2 months ago","Full Time","On-site","Experienced","4 - 6 Yrs of Exp","R&D/Science - Operations/Management - Quality - QA - quality - Quality Assurance - Quality Control - ISO - QC","https://wuzzuf.net/jobs/p/Y7gzfTfgYqFu-Quality-Specialist-Gcrystal-Giza-Egypt"
"Medical Laboratory Technologist","Suhub","Riyadh, Saudi Arabia","20 days ago","Full Time","","Experienced","None","R&D/Science - Customer Service/Support - Sales/Retail - Sales - Sales Skills - Sales Target - Biochemistry - Medical - Customer Care - Customer Service","https://wuzzuf.net/jobs/p/g/gG9dm6nvVLaB-Medical-Laboratory-Technologist-Suhub-Riyadh-Saudi-Arabia"
"Music Teacher (Academic Year 2024 - 2025), Kuwait, GULF ENGLISH SCHOOL","Guardian Jobs","Kuwait City, Kuwait","30 days ago","Full Time","","Entry Level","None","R&D/Science - Creative/Design/Art - Education/Teaching - Education - Teaching - Music - Music Teaching - Communication Skills - School - Tutor","https://wuzzuf.net/jobs/p/g/8beCztz4DJy0-Music-Teacher-Academic-Year-2024---2025-Kuwait-GULF-ENGLISH-SCHOOL-Guardian-Jobs-Kuwait-City-Kuwait"
"MENA Technical Business Development Specialist","aiXplain","Riyadh, Saudi Arabia","21 days ago","Full Time","","Experienced","None","Business Development - Marketing/PR/Advertising - Sales/Retail - Business Development - Sales - Sales Skills - Sales Target - Marketing - Customer Service - Microsoft Office","https://wuzzuf.net/jobs/p/g/k0PxJEe9ub7O-MENA-Technical-Business-Development-Specialist-aiXplain-Riyadh-Saudi-Arabia"
"Stores Officer - Gates Corporation","PrecisionHire Solutions","Dubai, United Arab Emirates","25 days ago","Full Time","","Entry Level","None","Logistics/Supply Chain - Purchasing/Procurement - Logistics - Warehousing - Medical Supplies - Supply Chain - Automotive - Inventory - Manufacturing - Shipment","https://wuzzuf.net/jobs/p/g/AmHRxNeSpq76-Stores-Officer---Gates-Corporation-PrecisionHire-Solutions-Dubai-United-Arab-Emirates"
"Product Manager for Digital Energy Platforms","Outvise","Doha, Qatar","26 days ago","Freelance / Project","","Experienced","None","IT/Software Development - Marketing/PR/Advertising - Media/Journalism/Publishing - marketing - social media - digital marketing - media - engineering - software development - design","https://wuzzuf.net/jobs/p/g/GgxGgzP32Yev-Product-Manager-for-Digital-Energy-Platforms-Outvise-Doha-Qatar"
"Head of Elementary - August 2024","Bloom Education","Dubai, United Arab Emirates","2 hours ago","Full Time","","Manager","None","R&D/Science - Operations/Management - Education/Teaching - education - teaching - english - management - planning - elementary - school","https://wuzzuf.net/jobs/p/g/8GyUI6VEFLxu-Head-of-Elementary---August-2024-Bloom-Education-Dubai-United-Arab-Emirates"
"Operations Supervisor (Canrig) - Kuwait","Nabors Industries","Kuwait City, Kuwait","19 hours ago","Full Time","","Experienced","None","Customer Service/Support - Logistics/Supply Chain - Operations/Management - Operations - Management - Customer Service - Logistics - Customer Support - Supply Chain - Microsoft Office","https://wuzzuf.net/jobs/p/g/zDgB0ZYWdSFI-Operations-Supervisor-Canrig---Kuwait-Nabors-Industries-Kuwait-City-Kuwait"
"Planning Engineer","Qatar Shipyard Technology Solutions","Doha, Qatar","28 days ago","Full Time","","Experienced","None","Engineering - Construction/Civil/Architecture - Project/Program Management - Engineering - Mechanical/Electrical - Engineering - Planning - Civil Engineering - Project Management - Mechanical Engineering - Construction - Production","https://wuzzuf.net/jobs/p/g/AgNHSyX9Tj1B-Planning-Engineer-Qatar-Shipyard-Technology-Solutions-Doha-Qatar"
"Traffic Logistics Coordinator- land transport shipments","Guardian Industries","Riyadh, Saudi Arabia","7 days ago","Full Time","","Entry Level","None","Customer Service/Support - Logistics/Supply Chain - Operations/Management - logistics - supply chain - export - customer service - shipping - import - english","https://wuzzuf.net/jobs/p/g/yqxfZUBjeg1z-Traffic-Logistics-Coordinator--land-transport-shipments-Guardian-Industries-Riyadh-Saudi-Arabia"
"Assistant Logistics Specialist","Danaher","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","None","Logistics/Supply Chain - Operations/Management - Purchasing/Procurement - Logistics - Supply Chain - Purchasing - Microsoft Office - Shipping - Procurement - Export","https://wuzzuf.net/jobs/p/g/xcSbTfpaW1w8-Assistant-Logistics-Specialist-Danaher-Riyadh-Saudi-Arabia"
"Customer Service Supervisor","Beckman Coulter Diagnostics","Riyadh, Saudi Arabia","16 days ago","Full Time","","Not specified","None","Customer Service/Support - Operations/Management - Sales/Retail - Customer Service - Customer Support - Customer Care - Call Center - Communication Skills - Microsoft Office - English","https://wuzzuf.net/jobs/p/g/vMNTrjcCWo1w-Customer-Service-Supervisor-Beckman-Coulter-Diagnostics-Riyadh-Saudi-Arabia"
"Demand Planner","Saudia Dairy & Foodstuff Company (SADAFCO)","Makkah, Saudi Arabia","27 days ago","Full Time","","Experienced","None","Logistics/Supply Chain - Manufacturing/Production - Analyst/Research - Supply Chain - Logistics - Planning - Demand - Demand Planning - Microsoft Office - Analysis","https://wuzzuf.net/jobs/p/g/rMNUhzmkEPkP-Demand-Planner-Saudia-Dairy-Foodstuff-Company-SADAFCO-Makkah-Saudi-Arabia"
"Senior Assessment and Psychometrics Specialist","Alef Education","Dubai, United Arab Emirates","13 days ago","Full Time","","Experienced","None","Human Resources - Marketing/PR/Advertising - Media/Journalism/Publishing - human resources (hr) - recruitment - marketing - microsoft office - english - communication skills - quality","https://wuzzuf.net/jobs/p/g/bErb0CPyai6w-Senior-Assessment-and-Psychometrics-Specialist-Alef-Education-Dubai-United-Arab-Emirates"
"Demand Planning - P3","Boston Scientific","Riyadh, Saudi Arabia","5 days ago","Full Time","","Experienced","None","Logistics/Supply Chain - Analyst/Research - Purchasing/Procurement - Supply Chain - Logistics - Demand - Planning - Demand Planning - Production - Inventory Management","https://wuzzuf.net/jobs/p/g/lmnx7HTXblCA-Demand-Planning---P3-Boston-Scientific-Riyadh-Saudi-Arabia"
"Technician- Ballistic - Baker Hughes","PrecisionHire Solutions","Kuwait City, Kuwait","25 days ago","Freelance / Project","","Entry Level","None","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - technicians - technician - engineers - training - engineersas","https://wuzzuf.net/jobs/p/g/k8Roza76Z6q2-Technician--Ballistic---Baker-Hughes-PrecisionHire-Solutions-Kuwait-City-Kuwait"
"Teacher of French","International Schools Partnership Limited","Dubai, United Arab Emirates","8 days ago","Full Time","","Entry Level","None","R&D/Science - Creative/Design/Art - Education/Teaching - Education - Teaching - French Teaching - French - Communication Skills - Startup - Microsoft Office","https://wuzzuf.net/jobs/p/g/o8AShdPSjCVG-Teacher-of-French-International-Schools-Partnership-Limited-Dubai-United-Arab-Emirates"
"Teacher of PE (maternity cover)","International Schools Partnership Limited","Dubai, United Arab Emirates","8 days ago","Full Time","","Entry Level","None","Creative/Design/Art - Sports and Leisure - Education/Teaching - Education - PE - Teaching - Physical Education - Sports - English - Enthusiastic","https://wuzzuf.net/jobs/p/g/dDfVOMnzrkJy-Teacher-of-PE-maternity-cover-International-Schools-Partnership-Limited-Dubai-United-Arab-Emirates"
"Teacher of PE","International Schools Partnership Limited","Dubai, United Arab Emirates","8 days ago","Full Time","","Entry Level","None","Creative/Design/Art - Sports and Leisure - Education/Teaching - Education - PE - Teaching - Physical Education - Sports - English - Enthusiastic","https://wuzzuf.net/jobs/p/g/3YyHA3UuxShz-Teacher-of-PE-International-Schools-Partnership-Limited-Dubai-United-Arab-Emirates"
"Teacher of Performing arts","International Schools Partnership Limited","Dubai, United Arab Emirates","8 days ago","Full Time","","Entry Level","None","Creative/Design/Art - Education/Teaching - Training/Instructor - Education - Teaching - Art - Fine Arts - Teacher - Design - Applied Arts","https://wuzzuf.net/jobs/p/g/CE2XD2uMlGHB-Teacher-of-Performing-arts-International-Schools-Partnership-Limited-Dubai-United-Arab-Emirates"
"Audit & Assurance | IT Audit | Experienced Associate","Deloitte","Riyadh, Saudi Arabia","20 days ago","Full Time","","Entry Level","None","Accounting/Finance - Operations/Management - Quality - Accounting - Auditing - Finance - Financial Analysis - Financial Management - Commerce - Microsoft Office","https://wuzzuf.net/jobs/p/g/sR1oreMvRHlH-Audit-Assurance-IT-Audit-Experienced-Associate-Deloitte-Riyadh-Saudi-Arabia"
"UAE National Sales Manager","Abbott Healthcare Products Ltd","Dubai, United Arab Emirates","6 days ago","Full Time","","Not specified","None","Operations/Management - Sales/Retail - Pharmaceutical - Sales - Management - Sales Skills - Sales Target - Pharmacy - Sales Management - Business Development","https://wuzzuf.net/jobs/p/g/yqu9l7hllPbS-UAE-National-Sales-Manager-Abbott-Healthcare-Products-Ltd-Dubai-United-Arab-Emirates"
"Customer Service Supervisor","Beckman Coulter","Riyadh, Saudi Arabia","14 days ago","Full Time","","Not specified","None","Customer Service/Support - Operations/Management - Sales/Retail - Customer Service - Customer Support - Customer Care - Call Center - Communication Skills - Microsoft Office - English","https://wuzzuf.net/jobs/p/g/io9SfFQNiQi8-Customer-Service-Supervisor-Beckman-Coulter-Riyadh-Saudi-Arabia"
